Sl No,Parva,Kandah <M>,Sama Name,Swara symbol
4705,तद्वपाठः,Kandah 1,मर्गीयवञ्च,|
4706,तद्वपाठः,Kandah 1,मर्गीयवञ्च,तच्
4707,तद्वपाठः,Kandah 1,मर्गीयवञ्च,ट
4708,तद्वपाठः,Kandah 1,मर्गीयवञ्च,ख
4709,तद्वपाठः,Kandah 1,मर्गीयवञ्च,|
4710,तद्वपाठः,Kandah 1,रौद्रेद्वे,ती
4711,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4712,तद्वपाठः,Kandah 1,रौद्रेद्वे,ता
4713,तद्वपाठः,Kandah 1,रौद्रेद्वे,ति
4714,तद्वपाठः,Kandah 1,रौद्रेद्वे,टा
4715,तद्वपाठः,Kandah 1,रौद्रेद्वे,खा
4716,तद्वपाठः,Kandah 1,रौद्रेद्वे,शप्ल्
4717,तद्वपाठः,Kandah 1,रौद्रेद्वे,त
4718,तद्वपाठः,Kandah 1,रौद्रेद्वे,चा
4719,तद्वपाठः,Kandah 1,रौद्रेद्वे,खा
4720,तद्वपाठः,Kandah 1,रौद्रेद्वे,ण
4721,तद्वपाठः,Kandah 1,रौद्रेद्वे,श
4722,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4723,तद्वपाठः,Kandah 1,रौद्रेद्वे,क
4724,तद्वपाठः,Kandah 1,रौद्रेद्वे,टा
4725,तद्वपाठः,Kandah 1,रौद्रेद्वे,त
4726,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4727,तद्वपाठः,Kandah 1,रौद्रेद्वे,टा
4728,तद्वपाठः,Kandah 1,रौद्रेद्वे,टच्
4729,तद्वपाठः,Kandah 1,रौद्रेद्वे,क
4730,तद्वपाठः,Kandah 1,रौद्रेद्वे,प
4731,तद्वपाठः,Kandah 1,रौद्रेद्वे,प्ल
4732,तद्वपाठः,Kandah 1,रौद्रेद्वे,प्लि
4733,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4734,तद्वपाठः,Kandah 1,रौद्रेद्वे,शा
4735,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4736,तद्वपाठः,Kandah 1,रौद्रेद्वे,षी
4737,तद्वपाठः,Kandah 1,रौद्रेद्वे,ती
4738,तद्वपाठः,Kandah 1,रौद्रेद्वे,त
4739,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4740,तद्वपाठः,Kandah 1,रौद्रेद्वे,कि
4741,तद्वपाठः,Kandah 1,रौद्रेद्वे,कु
4742,तद्वपाठः,Kandah 1,रौद्रेद्वे,चा
4743,तद्वपाठः,Kandah 1,रौद्रेद्वे,था
4744,तद्वपाठः,Kandah 1,रौद्रेद्वे,च
4745,तद्वपाठः,Kandah 1,रौद्रेद्वे,य
4746,तद्वपाठः,Kandah 1,रौद्रेद्वे,ट
4747,तद्वपाठः,Kandah 1,रौद्रेद्वे,ख
4748,तद्वपाठः,Kandah 1,रौद्रेद्वे,फि
4749,तद्वपाठः,Kandah 1,रौद्रेद्वे,खी
4750,तद्वपाठः,Kandah 1,रौद्रेद्वे,ण
4751,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4752,तद्वपाठः,Kandah 1,रौद्रेद्वे,प
4753,तद्वपाठः,Kandah 1,रौद्रेद्वे,श
4754,तद्वपाठः,Kandah 1,रौद्रेद्वे,ख
4755,तद्वपाठः,Kandah 1,रौद्रेद्वे,प्ला
4756,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4757,तद्वपाठः,Kandah 1,रौद्रेद्वे,शा
4758,तद्वपाठः,Kandah 1,रौद्रेद्वे,|
4759,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,षी
4760,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,ती
4761,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,त
4762,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,|
4763,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,कि
4764,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,षू
4765,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,टि
4766,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,त
4767,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,|
4768,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,च
4769,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,य
4770,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,ट
4771,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,ता
4772,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,|
4773,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,टिट्
4774,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,खा
4775,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,शि
4776,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,|
4777,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,ख
4778,तद्वपाठः,Kandah 1,मार्गीयवञ्चैव,|
4779,तद्वपाठः,Kandah 1,आश्वञ्च,फी
4780,तद्वपाठः,Kandah 1,आश्वञ्च,की
4781,तद्वपाठः,Kandah 1,आश्वञ्च,श
4782,तद्वपाठः,Kandah 1,आश्वञ्च,|
4783,तद्वपाठः,Kandah 1,आश्वञ्च,षी
4784,तद्वपाठः,Kandah 1,आश्वञ्च,टि
4785,तद्वपाठः,Kandah 1,आश्वञ्च,च
4786,तद्वपाठः,Kandah 1,आश्वञ्च,|
4787,तद्वपाठः,Kandah 1,आश्वञ्च,क
4788,तद्वपाठः,Kandah 1,आश्वञ्च,भि
4789,तद्वपाठः,Kandah 1,आश्वञ्च,त
4790,तद्वपाठः,Kandah 1,आश्वञ्च,|
4791,तद्वपाठः,Kandah 1,आश्वञ्च,टि
4792,तद्वपाठः,Kandah 1,आश्वञ्च,ता
4793,तद्वपाठः,Kandah 1,आश्वञ्च,|
4794,तद्वपाठः,Kandah 1,आश्वञ्च,ख
4795,तद्वपाठः,Kandah 1,आश्वञ्च,|
4796,तद्वपाठः,Kandah 1,ऐटतेद्वे,तु
4797,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4798,तद्वपाठः,Kandah 1,ऐटतेद्वे,ती
4799,तद्वपाठः,Kandah 1,ऐटतेद्वे,ट
4800,तद्वपाठः,Kandah 1,ऐटतेद्वे,ख
4801,तद्वपाठः,Kandah 1,ऐटतेद्वे,शि
4802,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4803,तद्वपाठः,Kandah 1,ऐटतेद्वे,ख
4804,तद्वपाठः,Kandah 1,ऐटतेद्वे,श
4805,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4806,तद्वपाठः,Kandah 1,ऐटतेद्वे,खि
4807,तद्वपाठः,Kandah 1,ऐटतेद्वे,ण
4808,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4809,तद्वपाठः,Kandah 1,ऐटतेद्वे,ता
4810,तद्वपाठः,Kandah 1,ऐटतेद्वे,टट्
4811,तद्वपाठः,Kandah 1,ऐटतेद्वे,ख
4812,तद्वपाठः,Kandah 1,ऐटतेद्वे,शि
4813,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4814,तद्वपाठः,Kandah 1,ऐटतेद्वे,ख
4815,तद्वपाठः,Kandah 1,ऐटतेद्वे,श
4816,तद्वपाठः,Kandah 1,ऐटतेद्वे,खि
4817,तद्वपाठः,Kandah 1,ऐटतेद्वे,ण
4818,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4819,तद्वपाठः,Kandah 1,ऐटतेद्वे,ता
4820,तद्वपाठः,Kandah 1,ऐटतेद्वे,ट
4821,तद्वपाठः,Kandah 1,ऐटतेद्वे,खा
4822,तद्वपाठः,Kandah 1,ऐटतेद्वे,शि
4823,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4824,तद्वपाठः,Kandah 1,ऐटतेद्वे,ख
4825,तद्वपाठः,Kandah 1,ऐटतेद्वे,श
4826,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4827,तद्वपाठः,Kandah 1,ऐटतेद्वे,खि
4828,तद्वपाठः,Kandah 1,ऐटतेद्वे,ण
4829,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4830,तद्वपाठः,Kandah 1,ऐटतेद्वे,ताच्
4831,तद्वपाठः,Kandah 1,ऐटतेद्वे,का
4832,तद्वपाठः,Kandah 1,ऐटतेद्वे,टा
4833,तद्वपाठः,Kandah 1,ऐटतेद्वे,खा
4834,तद्वपाठः,Kandah 1,ऐटतेद्वे,श
4835,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4836,तद्वपाठः,Kandah 1,ऐटतेद्वे,चा
4837,तद्वपाठः,Kandah 1,ऐटतेद्वे,का
4838,तद्वपाठः,Kandah 1,ऐटतेद्वे,ता
4839,तद्वपाठः,Kandah 1,ऐटतेद्वे,टा
4840,तद्वपाठः,Kandah 1,ऐटतेद्वे,खा
4841,तद्वपाठः,Kandah 1,ऐटतेद्वे,श
4842,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4843,तद्वपाठः,Kandah 1,ऐटतेद्वे,टा
4844,तद्वपाठः,Kandah 1,ऐटतेद्वे,खा
4845,तद्वपाठः,Kandah 1,ऐटतेद्वे,श
4846,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4847,तद्वपाठः,Kandah 1,ऐटतेद्वे,का
4848,तद्वपाठः,Kandah 1,ऐटतेद्वे,टाख्
4849,तद्वपाठः,Kandah 1,ऐटतेद्वे,|
4850,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,खा
4851,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,प्ली
4852,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ङ
4853,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,श
4854,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4855,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,टी
4856,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,य
4857,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,का
4858,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ख
4859,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ण
4860,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4861,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,त
4862,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,त
4863,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,पि
4864,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,श
4865,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4866,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,क
4867,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ट
4868,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,खा
4869,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,शि
4870,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4871,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ख
4872,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,श
4873,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4874,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,षू
4875,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,तू
4876,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,त
4877,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4878,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,का
4879,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,च
4880,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,कि
4881,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,टा
4882,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,त
4883,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,त
4884,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,का
4885,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ख
4886,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ण
4887,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,श
4888,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4889,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,टी
4890,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,त
4891,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,त
4892,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,क
4893,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,थ
4894,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,टा
4895,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,ख
4896,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,प्ल
4897,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4898,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,प्ल
4899,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,शा
4900,तद्वपाठः,Kandah 1,श्रौतकक्षेद्वे,|
4901,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,पि
4902,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,शु
4903,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4904,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,चा
4905,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,थाच्
4906,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,का
4907,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,य
4908,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,ट
4909,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4910,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,चा
4911,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,य
4912,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,ट
4913,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4914,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,क
4915,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,प
4916,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,प
4917,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,प्ल्
4918,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,प्ला
4919,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4920,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,शा
4921,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4922,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,पि
4923,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,शू
4924,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4925,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,चा
4926,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,थाच्
4927,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,का
4928,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,य
4929,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,ट
4930,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,टा
4931,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,त
4932,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,श
4933,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4934,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,चा
4935,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,य
4936,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,ट
4937,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,टा
4938,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,त
4939,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,श
4940,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4941,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,टिट्
4942,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,ख
4943,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,शि
4944,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4945,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,ता
4946,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,टाख्
4947,तद्वपाठः,Kandah 1,तन्वस्यपाथस्यसामनीद्वे वसोवार्षेः,|
4948,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,षि
4949,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,तु
4950,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,त
4951,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4952,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,ता
4953,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,चि
4954,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,क
4955,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,च
4956,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,क
4957,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,क
4958,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,टा
4959,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,का
4960,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,टट्
4961,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,त
4962,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4963,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,कु
4964,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,टा
4965,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,का
4966,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,टट्
4967,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,त
4968,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4969,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,की
4970,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,टा
4971,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,ख
4972,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,शि
4973,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4974,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,ख
4975,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,श
4976,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4977,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,तू
4978,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,की
4979,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,खा
4980,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,का
4981,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,फा
4982,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4983,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,तू
4984,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,की
4985,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,चा
4986,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,का
4987,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,फा
4988,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4989,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,तू
4990,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,की
4991,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,ख
4992,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,ण
4993,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4994,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,टिट्
4995,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,त
4996,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,प्ला
4997,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,प्ली
4998,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
4999,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,प्ल
5000,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,शा
5001,तद्वपाठः,Kandah 1,अङगिरसान्निवेष्टौद्वौ इळा,|
5002,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,तु
5003,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5004,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,कु
5005,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ता
5006,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,श
5007,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5008,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,का
5009,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,था
5010,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ट
5011,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,भि
5012,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ति
5013,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,श
5014,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5015,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,च
5016,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,य
5017,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,टा
5018,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ति
5019,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,श
5020,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5021,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,टीट्
5022,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ख
5023,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,शि
5024,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5025,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ताच्
5026,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5027,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,षि
5028,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ती
5029,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,त
5030,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5031,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,का
5032,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,था
5033,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ट
5034,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,भि
5035,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,का
5036,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,कि
5037,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,खा
5038,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,श
5039,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5040,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,च
5041,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,य
5042,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,टा
5043,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,का
5044,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,कि
5045,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,खा
5046,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,श
5047,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5048,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,टीट्
5049,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ख
5050,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,शि
5051,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5052,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ताच्
5053,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5054,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,षू
5055,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,तु
5056,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5057,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,का
5058,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,का
5059,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ख
5060,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,शी
5061,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5062,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,काच्
5063,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,क
5064,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ख
5065,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,शी
5066,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,|
5067,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,टीट्
5068,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,ख
5069,तद्वपाठः,Kandah 1,शय्यातानित्रीणि,शि
