Sl No,Parva,Kandah <M>,Kandah Name,Sama Name,Swara Symbols
325,बृहतिपाठः,Kandah 7,सप्तम खण्डः,सौभरञ्च,खा प्लू ङ शि | षु का ख षी प्लु ङ शा | टा टु कि टाट् ख शि | ख श |
326,बृहतिपाठः,Kandah 7,सप्तम खण्डः,गात्समदञ्च,फी की श | षु यी ट य ट शु | य टच् क टा त | टि खण् | प शा |
327,बृहतिपाठः,Kandah 7,सप्तम खण्डः,वाचश्चसाम,ती ति | कि कु टी त | चि टि ख णा | टि त | टि खण् | प शा |
328,बृहतिपाठः,Kandah 7,सप्तम खण्डः,बार्हदुक्थञ्च,तु ति | की टि त | च य टा टुच् चा चा | टि त | टि खाण् श | प शा |
329,बृहतिपाठः,Kandah 7,सप्तम खण्डः,नैपातिथञ्च,ती | चा या ट | यू टा | षु यु टा | क टा त | ट ख शि | ख श |
330,बृहतिपाठः,Kandah 7,सप्तम खण्डः,तौरश्रवसञ्च,पि शी | ची का का तत् | की तत् | चि का की तत् | की तत् | क प प्ल प्ला | शा |
331,बृहतिपाठः,Kandah 7,सप्तम खण्डः,त्वष्टार्याश्चसाम,खा शु | की टि त | षी की टि त | टि त | चि खण् | प शा |
332,बृहतिपाठः,Kandah 7,सप्तम खण्डः,अदितेश्चसाम,तु ति श | खी श खी ण श | षी कु टा खा शा | खि णा | पा प्ल प्ला | शा |
333,बृहतिपाठः,Kandah 7,सप्तम खण्डः,आजीक्तञ्च,टि टि च श | खी कि फ | कीच् का य प खा ता | कि यी प चा ता | प प्ला प्ला | शा |
334,बृहतिपाठः,Kandah 7,सप्तम खण्डः,माधुच्छन्दसञ्च,च क फाप्ल् खी शि | षी की ख ण | क थ टी चा क टि का फ ण श | टी का फ ण श | टि खण् श | प शा |
335,बृहतिपाठः,Kandah 8,अष्टम खण्डः,उषसश्चसाम,टिच् य ट का था टि टि | टिच् य ट का थ टी टि | टिच् य ट चू च टी टि | का टच् य ट च का टी पिण् | प शा |
336,बृहतिपाठः,Kandah 8,अष्टम खण्डः,अश्विनोश्चसाम,षी खु प्ला | षु खि प्ला | षू खू प्ला | षी खी प्ला | प्ल शा |
337,बृहतिपाठः,Kandah 8,अष्टम खण्डः,अश्विनोश्चसंयोजनम्,षी ति | की टी का ख खि ता | टि का ख खि ता | टि का ख खा ता टा खा शि | ख श |
338,बृहतिपाठः,Kandah 8,अष्टम खण्डः,अश्विनोश्चैवसाम,खा प्ली ङा श | टी का टा ट ख ता | षी कू टा ख ता | चा य ट ट ख ता | टिट् ख शि | ख श |
