Sl No,Parva,Kandah <M>,Kandah Name,Sama Name,Swara Symbols
398,असाविपाठः,Kandah 5,पञ्चम खण्डः,मारूतंवैश्वामित्रंवा आङ्गीरसानांवा साम मैधातिथंवा,फा खी शा | की टि त | टु का ख ण | की खि श | प्लि श | प्ल शा |
399,असाविपाठः,Kandah 6,षष्ठ खण्डः,वामदेव्यञ्च,षु तू त | का थाच् का टि ट त ट त त | यू प श ट त ट त त | भि त | क प प्ल प्ला | शा |
400,असाविपाठः,Kandah 6,षष्ठ खण्डः,काश्यपञ्च,षी ति त | ची का य पा फा फा फा ता श | भि त | टिट् ख शि | ख श |
401,असाविपाठः,Kandah 6,षष्ठ खण्डः,अग्नेर्वैश्वानरस्यसामनीद्वे,ती | टा टा | कु च य ट | क च टीच् चा | का का पि प्ल | शा | खा प्लू ङ श | टी त का ख ण | क च पी त्रा | का का पि प्ल | शा |
402,असाविपाठः,Kandah 6,षष्ठ खण्डः,शाकपूतेद्वे,टी त | टी त | टी त | टी त | टु त | टी त | टी त | चि टि खण् | प प्ला | ती श | का की टा का चा | था टा का चा | का टा | चि टि खण् | प प्ला |
403,असाविपाठः,Kandah 6,षष्ठ खण्डः,प्रैय्यमेधञ्च,षू ख प्ल | खी चा फा | खी चा क फ | क टि खि | त्र |
404,असाविपाठः,Kandah 6,षष्ठ खण्डः,बार्हदुक्थञ्च,ती | टि त | कि टी ता श | भि त का ख ण | क टा त | का टा खण् | प शा |
405,असाविपाठः,Kandah 6,षष्ठ खण्डः,वरूणान्याश्चसाम,षि ति त | टी कु टा चा श | का चू टा चा श | कू खु | त्र |
406,असाविपाठः,Kandah 6,षष्ठ खण्डः,उषसश्चसाम,खि शू | षी कि पा शी | का की टा | प श ख प्ल | शा |
407,असाविपाठः,Kandah 6,षष्ठ खण्डः,देवानाञ्चरुचिरोचनंवा,षि ती | षी चु की टि | कि टि खण् | प शा |
408,असाविपाठः,Kandah 6,षष्ठ खण्डः,ऋक्सामयोस्सामनीद्वे,तू | षु कि टि त श | की टि त | टि ता | का का टा खण् | प प्ला | खी प्ली श | चा थाच् का य ट टि श | कुच् का य ट टा | का य टा | का का टा खण् | प शा |
409,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,त्रैशोकम्,ता त श | टि कि काच् क च | चा चि कि का चि पा ण श | कु की टा ख ण | ता त श | पि श खि ण | खि शि | खि श |
410,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,शैखण्डिनेद्वे,ता त श | टा त टी का य ट श टा श | ता त श | टि त | टि चा य ट टा | ता त श | टा त टि कि य ट टा | ता त श | का थच् क | टि चा य ट टा | टट् | ख शि | क ति | ख | ता श | थाच् टी का य ट श टा श | का थिच् टि का य ट टा | ता श था टि कि य ट टा | ता थाच् क टि चा य ट टा | का ख प्ला श | प्ल शा |
411,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,अत्रेर्विवर्क्तोद्वौ,चा ट चि ट | प शा | ख ण | टी का य ट श टा श | चा ट चि ट | प श ख ण | टि चा य ट टा | चा ट चि ट | प शा ख ण | टि कि य ट टा | चा ट चि ट | प श ख णा | क टि चा य ट टा | टट ख शि | त ति | चि ट तच् | चा ट चि ट | प शा | ख ण | टी का य ट श टा श | चा ट चि ट | प श ख णा | टि चा य ट टा | चा ट चि ट | प शा ख ण टि कि य ट टा | चा ट चि ट | प श ख णा | क टि चा य ट टा | टट् ख शि | त ति | चि ट तच् |
412,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,महासावेदसेद्वे,त त | प शा | ख ण | टी का य ट श टा श | त त | प श ख णा | टि चा य ट टा | त त | प शा ख ण | टि कि य ट टा | त त | प श ख णा | क टि चा य ट टा | टट् ख शि | त ति | चा ट ख | ति | चा शा | थाच् | टी का य ट श टा श | ति | चा थि टि चा य ट टा | ति | चा श थाच् टि कि य ट टा | ति | चा थाच् क टि चा य ट टा | टट् ख शि | त ति | टा ख |
413,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,शैरीषेद्वे,ता त त श | ख शा | फा फी खि श खि ण श | णा फि फि खि श खि ण | णा फि फी खि श खि ण | णा फि फी खि श खि णा | टट् ख शि | क ति | त का ट ख | टि त त त श | थाच् टी का य ट श टा श | टि त त त श | थिच् टि चा य ट ट | टि त त त श | थाच् टि कि य ट टा | टि त त त श | थिच् क टि चा य ट टा | टट् ख शि | क ति | चि टाख् |
414,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,इन्द्रस्येन्द्रियाणीत्रिणि,ता त श | षु कि कि पि प्ल ङ श | चा या ट च चा टि ख प्ल ङ श | टी का चा टा खा प्ल ङ श | क या टच् क टा चि ट का ता | ताच् | षृ तू | कि ट ट त टा त | त या ट ट था टि क ट ट त टा त | टि का चा चा का ट ट ट त टा त | क या टच् क टा चा च ट का ता | ताच् | षृ तु | यि ट ट ट त चि श | चा या ट च चा टि टा ट त चि श | चा य ट का चा टा टि ट त चि श | का य टच् क टा चि ट का ता | टा ख |
415,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,वैरूपाणित्रीणि,ती | टू टा | षी टू टा श | षु टु टा | क षि टू पा प्लु | प्ल शा | ती | का कू य टाच् | य टच् | कू टा श | य टच् य टच् ची का चा | य टच् य टाच् का कि टि खण् | प प्ला | पि षु प्लि ङ श | टी खी चा फा श | टी खी चा फा | टुच् टी प्ली | प्ल शा |
416,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,बार्हदुक्थञ्च,तु त श | कि टि त | षु की टि त | टी टिच् टि ख णा | टाच् का टी प शा ख प्ला | शा |
417,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,त्रासदस्यवेच,षु तू त | षु कु टा | षु कु टा | टि त टी खा शि | ताच् ख | प प्लु ङा | क टिट् प प्लु ङा | क टि प प्लु ङा | क भी प प्लु ङा | क का च श | टख् |
418,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,सौभरेद्वे,खि प्लि ङ श | चा टा | ता ता चू का पा प्ल त श | ची कीच् श कि प प्ल त श | षू कू टा खा शि | ख श | खा प्लि ङा | टि ता | ता चि चि का या ट श | षू चा का च य ट | किच् का टूट् ख शि | ख श |
419,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,वरूणसामनीद्वे द्यावापृथिव्योर्वासामनी,षू ती ति | षु कू च | षू की चि | की च कि टि कि ता | का कु कि ख | णा फा खी शू | षू टू च श | षी की टि च श | टि ता | कि चि कि ता | त का कु कि ख |
420,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,इन्द्रस्यचश्येनः,तू ता श | टा का ता टि | ख श | टी टी पि श | कि ता भी | त ख | क यू टा पि श | टि ता टि | त का ख |
421,ऐन्द्रपाठः,Kandah 1,प्रथम खण्डः,वैरूपम्,खि शि खी चा फा | टा ख ण | चि कि टु खि ण | कि का खा णा | का खि श | षु प्लि प्लि श | श |
422,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,यामम्,फू ता प श्रू | की टि त | चा काच् क टा त | चा या ट का टि खण् | प शा |
423,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,गृत्समदस्यमदौद्वौ,ती | टि त | की च टा त | कु टा त | कि कि का चा य टच् चि कच् क प्ला शा | फी की | की टि ख | खी श खि ण | कि कि क कि टि की टि खण् | प शा |
424,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,आभीशवेद्वे,ती | खि शा | की खि प्ल | खू शा | षी खि शी | पु प्ल प्लि | शा | फी की श | की का य प षु शु | क टुच् ख | शी | पु प्ल प्लि | शा |
425,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,आभीकेद्वे,फी की श | कि च टा का श टिच् क ट ख | टु का श टिच् क ट ख | क कि टा का श टिच् क ट ख | यी प श | ख प्ला | शा | षू तू | चा य ट | का टि टि का ख ण श | टा चा श | यी प श | ख प्ला | शा |
426,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,बार्हगिराणित्रीणी,तिप् ता | टू ख णा | टा ता तट् खा शी | की टू त श | टा ता तट् खा शी | टू ता तट् खा प्ल प्लि | शा | खा प्ली ङ शा | की का य प फि त त | कु ट पा क कि का य प फि त त | यी प श ख प्ला | शा | फा खा प्ली ङ शा | कीच् का य प फि त त | कु ट पा फि त त | क कू था टा | य प श पि प्ला | प्ल शा |
427,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,इन्द्रस्यचस्वाराज्यम्,षी ती त | कुच् का का य ट | कुच् का य ट | कीच् का य ट का टि खण् | प शा |
428,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,कश्यपस्यचधृष्णुम्,टिच् क कु ट त | टाच् षि टु त | टिच् षी टि त | टाच् षी टि त | टा टा का टि खण् | प शा |
429,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,वैदन्वतम्,फी शा का | कीच का या ट | क टु ख ण | क टु खा ण | ता ता टि खण् | प शा |
430,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,यामेद्वे,ची क फ ता प शु | का कू भि त | की टि त टाट् ख शि | ख श | षू ति खा त्र | क टि प्ला खा ता | का की चि य पा खा ता टा ख शि | ख श |
431,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,त्रैतानित्रीणि,क कुच् क कु | क कुच् | क षु किच् का | क कूच् | कूच् क कि कू | का ट खण् श | प शा | ती | त पा श | कीच् क ट चा ता | टाच् का का कू पी ण श | टू कथ् टि खण् श | प शा | खी श प्लि | कीच् यी टा | टाच् का का षी कि टि | टू कथ् टि खण् श | प शा |
432,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,सौपर्णेद्वे,तू | कूच् टि ता | टा च श का का शा कु टि | टू कथ् टि ख शि | खा श | षू तु | का का टू का ख ति श | षू टी का ख ति श | षु टी का ख ति श | षू टि का ख खि त्र | खा श |
433,ऐन्द्रपाठः,Kandah 2,द्वितीय खण्डः,लौशम्,प प्लु ङ श | क कि टि त | भि त टा ख ण | भी का खा ण | भी त | प श | ख प्ला | शा |
434,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,इन्द्रस्यसञ्चयेद्वे सेनुदेवा वामदेव्येवा,प प्लू ङ श | तीच् क ट च ता | भि त श का ख ण | की टा चा ता | टि त | प श ख प्ल | शा | फू खा प्ली ख प्ली | षृ तू श | ट खा ण | टि श प श | प श ख प्ल | शा |
435,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,अङ्गिरसान्निवेष्टौद्वौ,फि त त | षी किख् | फि त त | षी कीख् | फि त त | क थाच् क की खि ण श | फि त त | कु कीख् | फि त त | च खि | का कु ती त श | षी का का ती त श | क थाच् क की ती त श | खि ण श | ती त श | षु की ती त श | ट खा शि | ख श |
436,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,सत्यश्रवसोवार्यश्चसाम,खा षी प्लि ङ श | कीच् क टा त | भि त का ख ण | भि त टा खण् श | भि त | प श ख प्ल | शा |
437,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,उषसश्चसाम,पि शु | टा की ख ण | च था का टि खि ण श | टा टाच् क टुट् खा शि | ख श |
438,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,लौशञ्च,षी ती त | चा थाच् का या ट | ता ता का ख ण | ची का य ट श | भि तच् | क प प्ल प्ला | शा |
439,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,यामञ्च,फा फी खा ण फ श | क चि का य टा | कि टि ख ण | क कु ख ण | भि त टाट् ख शि | ख श |
440,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,अङ्गिरसाञ्चैवनिवेष्टः,खी प्ली | टी टा ख ण | टी टा ख ण | टी टा ख णा | टी खा ण श | प श ख प्ल | शा |
441,ऐन्द्रपाठः,Kandah 3,तृतीय खण्डः,गौरयश्चाङ्गिरसस्यसाम,षू तू त श | की कु टि त श | की की टी त श | की टि ख त्र | थ टा ख |
442,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,वसिष्ठस्यसङ्क्रमौद्वौसौहविषाणित्रीणि सर्वाणिवासौहविषाणि,तु | यू प ण श चि क पा ण श | प प्ल | शा | तु | टू त ट त श | टू ट त ट त श | खा शि | ता ख | ता च श खा श | ता च खा श | ता च श खा श | ता च श खा श | षु टा ख खि त्र | त खि | त ची टि ख प्ला त त श | त क कथ् कि ट ख प्ला त त श | त कि थच् का ट ख प्ला त त श | त त का थाच् का ट ख प्ला त खण् श | प शा | ती | कु का कु | कि कू टा का खि श | प्लि श | श |
443,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,वाकानित्रीणि,षि ती | की की टीच् क यू टा | टा भि क | भि ट खिण् श | प प्ला | ति | टी का ख ण श | षु चा कि प श | चा या पा श च | ख प्ल | शा | ती | षे कू टि ता ट त | षु की प प्लि | शा |
444,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,प्रजापतेर्धर्मविधर्माणिचत्वारि,तु | च क कि टू खा शि | टा ख | कु था ट ख शि | ची चि चि का टि काच् क ट ख | कु था ट ख शि | त ट ख | कु था ट ख शि | कू चि का चि ट कि ख | कु था ट ख शि | त का ख | तु | क थ टि कु खा शि | ता ख |
445,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,भागञ्च,तु | ट कि कि टा त श | टट् ख शि | ता टख् |
446,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,वाजिनाञ्चसाम,ति | कि कि चि कीच् का ट खी ण | चा टा टाच् क षु कि च | टाच् क टा ख प्ल | प्ल शा |
447,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,प्रजापतेर्हिकनिकविकानित्रीणि,ती | ची टाच् टूट् ख शि | त टख् | णाफ् खा प्ल | णाफ् ख प्लि | टूट् ख शि | ता ख | था टा क ख शि | टा क ख शी | टा क ख शि | टा क ख प्ल | प्ल शा |
448,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,आश्वेद्वे,तु | था कूच् क टा | टा क च टाट् ख शि | टा ख | फा फ खि श | था कूच् क टा | था च श चा टाट् ख शि | तच् क ट ख |
449,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,वाजिनाञ्चसाम,क पा ण | षि टु | च टु त श | टा खा त्र | क टाख् |
450,ऐन्द्रपाठः,Kandah 4,चतुर्थ खण्डः,आदित्यानाञ्चपवित्रम्,तु | णाफ् खा प्ल | टि टि खाप्ल् शा |
451,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,इन्द्रस्यक्रोशानुक्रोशेद्वे,ता | कु टि सट् षी चु | चा या ट त पा श | टा खाण् | प शा | ता की च श षृ चू | चा या ट क चि | फि | ख |
452,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,कौत्सन्तृतीयम्,षु ता त | टा की चा का टा क चि | टु | टा खाण् | प शा |
453,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,प्रहितोःसंयोजनेद्वे,ण फ खी शा | टू टा | टाच् कि टि त | टिट् ख शि | ख प्ल | ण फ ची शि | टू टा | टीच् कुच् का य ट | कि ख ताच् क टा त | ट खा शि | खि |
454,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,दैवोदासेद्वे,तू | का भि श खि ण | का भि खि ताच् क पा फ ण श | खि त्र | ख श | फा णाफप्ल् खी प्लि | भि त भि त टा ख ण | भि तच् श भी त | भि त टा ख ण | की तच् टृ त त टा खा श | ख |
455,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,हारिवर्णानिचत्वारि,टू चा | टूच क च श | षु टा ता ट त ट खण् | प शा | षी ती त | कि ख यी शा | कि ख शु | क प प्ल प्ला | शा | ण फप्ल् खी प्लु | टि यी टा | षु यी टच् क पा प्ला | प्ल शा | फी की श | कु टा त टा त श | टि त टा त श | टिट् खा शि | च टिख् |
456,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,त्रैतानिचत्वारि,च य ट ख श | खी कि फ श | च य ट ख श | खी कि फ श | च य ट ख श | खी कि फ श | च य ट ख त्र | टि ख | षु ता | टट् ख शि | ख श | टा का चा का टू टि श | टा टा खि शा | षु ता त श | षी ची श | चू पा ण श | टट् ख शि | त टाख | फी कु श | टा च चा का टि त | टा ख ण श | तट् ख शि | ख प्ल |
457,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,सराधसःप्रराधस्यश्चाङ्गिरसयोस्सामानित्रीणि,फा फा खा खा श | क टू ख ण | क षी टि खा ण श | खि | त्र | पु की | भि टि भि | यि टा च चि श | टाच् टा ख प्ल | प्ल शा | फि फा खा शा | टा चा कि टि त | यी प श | टि ख प्ल | प्ल शा |
458,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,वैश्वमनसम्,तू त | काच् टा खणफप्ल् | षु चि | टी टि | ख शि | ख |
459,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,सौमित्राणित्रीणि,ती | कि चि टा का चा टीच् क टाट् खा शि | च टिख् | खा प्ली ङ श | किच् टा खाणफप्ल् श | ख श | थ टिच् टी टिट् ख शि | ख श | क की ख त्र | टाच् क टि क टि चा क का श | थ टि ची टि | क की ख त्र | त च टिख् |
460,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,त्रैककूभानित्रीणि,ख प्ल ख खी ण श | च टि त का ख ण श | कि टी खि ण | कि टाट् ख शि | ख प्ल | तू त श | षु टि तच् चा शि | भि त क कि टि | ख प्ल | क टा ख प्ल | प्ल शा | षी ति त श | पु शा | त त श | कि ची का | यी चि श | त त | कि टाट् ख शि | ख प्ल |
461,ऐन्द्रपाठः,Kandah 5,पञ्चम खण्डः,औक्षोरन्धराणित्रीणिऔक्षोनिधनानिवा,ती त श | खा शी | खा शी | टॄ त श | टी तच् क टाट् ख शि | ख श | षे तू त | टि त टा त श | चि प प्ला ङ श | त टा त च टाट् ख शि | ख | फ णि फि ख श प्लू ट ङ श | चि का कि ख प्ल त च का कि ख प्ल त च टि ता ता त कथ् टि ता ता त त ख शि | खा श |
462,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,इन्द्राण्यास्सामनीद्वेइन्द्रस्यवासांवर्क्ते संवर्तस्यवाङ्गीरसस्य,ति | क टा ख | की टा खा ति श | ति टाट् ख शि | ख प्ल | फि णि श | की या ट ता त श | टी ता त श | टि ख शि | ती |
463,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,दैवोदासानिचत्वारि,ता प ता प प्ला त त श | ता क ता प प्ला त त श | ता क ता प प्ल ता त श | ता क ता प प्ल | ख श | फी की श | षी कूच् क ख ति त श | ट ख शि | ख श | खी प्ली श | टाच् क षि कीच् क ख ति त श | का टाट् खा शि | ख श | फ प्ला खू प्लि | षी ची भि ख खी शि | ख प्ल खा शा |
464,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,रेवञ्च,ती श | खी ण श | टा का खि ण | षु टि खा शू | टा ट खि शि | ख प्ल |
465,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,आक्षारञ्च,खी | खा चि णा | चा था का ट ख चि ता का चा चा फ | ख श |
466,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,रेवञ्चैव,फु शि का | चा टाच् का ची ट थच् का ट त श | कि टि का ता | ख प्ल ख खि शा |
467,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,आक्षारञ्चैव,ती | टा ख ण | षी कि चा श | टि ख ण | की च क फ | ख श |
468,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,यामम्,षी खि ण | का खा ण | चा टि टा टी | खि | त्र |
469,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,भारद्वाजस्यशुन्ध्यु,षि ती | की का कि का का कि टा ख | त्रा |
470,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,आदित्यानाञ्चापामीवम्,तू | षु का टा त | टा टाच् क षी कि प प्ल प्ला | प्ल शा |
471,ऐन्द्रपाठः,Kandah 6,षष्ठ खण्डः,वसिष्ठस्यचवैराजे,ता | षु टि क कू ट त | ट त टि त टाट् ख शि | तच् टाख् | ती | षु कि चि क यू टा टा | क की कि कि टट् ख शि | ख |
472,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,इन्द्रस्याभ्रातृव्यम्,फी की | कूच् क टा खाणफप्ल् | ख श चा क कु ताच् |
473,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,शार्करेद्वे,ता त श | टू त श | टू त श | षी टी त श | षि टी त श | टि खण् श | प शा | णाफ् खी शा | यू प श | कू खा कि फ श | च खि कि फा श | टि ट खी | त्र श |
474,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,बृहत्कम्,ति | तच् क टा त | का का चा था च य टा | भि त | प्लि प्ला | शा |
475,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,सौयवसानिचत्वारिपुनरींळवातृतीयम्,ति | षी टि त श | कि का य पा ति | टिट् ख शि | ख श | ती | त पि श | की कि टि खि ण श | प णा श | टी त पा प्लि शि | प्ल श | तू त श | चा य ट ची टि ख ण श | की का की प प्ल | ख शप्ल् ख ण | ती | की या टा का का या पा ति श | पी प्ल | ख प्ल |
476,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,मरुताञ्चसंवेशीयंककूभंवा,तु ति | षु टू च श | कि पा श टि ख प्ल | प्ल शा |
477,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,इन्द्रस्याभरेद्वे,ति | टा त | चा था टीच् क खा ण श | क भि त श | ट ख शि | ख श | ती | टा त | चा था टी खि ण श | क टा त काच् क पा प्ल | प्ल शा |
478,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,ऐषिराणित्रीणि,ती | टि त | कि तच् का ट त श क टा त श | का टा त | पा प्लु | प्ल शा | तू त | की या टा चा य टा श | च य टाच् क प प्ल प्ला | शा | षी ति त | चि य ट टि चा खा ण श | टा त टा त ट ख शि | चा टाख् |
479,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,प्रजापतेस्सीदन्तीयेद्वे,प प्लू ङ श | क कि काच् क पि प्ला ता | ची कि फ ख | फू ता प प्ली ङा | ता त श प श | ता त श पा श ति प श प्ली | श |
480,ऐन्द्रपाठः,Kandah 7,सप्तम खण्डः,पथस्यसौभरस्यसामनीद्वे,णाफ् खी शा | क कूच का य पा | ती प श प्ख प्ला | शा | षो तू त | त चि प श | त टू | त ची प प्लु श | श |
481,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,वसिष्ठस्याभरेद्वे,ति त श | क थ कि ता खा ण | कि ट त | टा का चा श | टा खी श | तीच् | षु तु | का ट त | टा का चा श | टि ख प्ल | प्ल शा |
482,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,वासुमन्देद्वे,ता | का ता टि | त ता ख | ट ता क ति टि | त ता ख | ती | टाच् टाच् क कू कि | टि टि क कि का कि | टि ख प्ल | प्ल शा |
483,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,कावर्षाणित्रीणि,ती | का ट चि | टि त श त त प श टि ख प्ल | प्ल शा | ट ख ख ण | क पि श खि | ट ख ख ण | क पि श खि श | ट ख ख ण | त टिख् | थ कु चि | था की कि टि | ख श |
484,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,प्रजापतेःश्योकानुश्योकानित्रीणि,तु | टि का कि टा ख ण | टाच् चा की खा त्र | ख प्ल | तू | टूच क टा ख ण | चि ट की पा त्र | तच् क टाख् | तु | चा टि त | की की च य प शु | चा टि त | का का कि पी शु | चा टि ख शि | चा टख् |
485,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,वाचस्सामनीद्वे,ची क फ की प ति श | षू कू खि शा | ता | कु टी खा त्र | टि पा प्ल | ख प्ल |
486,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,मरुताञ्चसाम्,ति | टा च शा | की च य टा | टा खि शा |
487,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,वैश्वामित्रञ्च,षे ती त | षु कू टा ता | कु टाच् य टा | ख श |
488,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,मारूतञ्चैव,ती | की टा त | टा चा श | क कु का ता | ख श |
489,ऐन्द्रपाठः,Kandah 8,अष्टम खण्डः,उद्वंशपुत्रञ्च,ता षी टु त | यू प श | कि कि | टि ख | त्र श |
490,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,धुरश्शम्येद्वे,ति | टी ता ट त टट् ख शि | टि ख | ती | षि टी टि त | टिट् ख शि | तच् टि ख |
491,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,प्रजापतेर्गूर्दः,त त श | पा श खि प्ल | कू खा | पी प्ला प्लि | शा |
492,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,विश्वामित्रस्यचार्दः,तू श | त कि टि | ख श खी ण | टीख् |
493,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,प्रजापतेश्चैवगूर्दः,खी प्ली | षी की की खा प्ल प्ला | शा |
494,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,विश्वामित्रस्यचैवात्यर्दः,खू प्लु | टा था टच् य टि खाणफप्ल् | ख प्ल |
495,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,प्रजापतेस्सन्तनीकेद्वे,ता | षि टी त टट् ख शि | टा ख | तु | टी त टट् ख शि | तच् टा ख |
496,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,प्रजापतेर्धनधर्मेद्वे,ति | कि टी ति | क टाट् ख शि | ख श | तू | टि ती त श | टाच् क का टिट् ख शि | ख श |
497,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,उषसश्चसाम,ती | क खा ण | टा क टि ख ण | टट् ख शि | त ट ख |
498,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,वैश्वामित्रञ्च,तु ता | क टा का ता | ख श | थ कु ता | ख श | का टट् ख शि | ख प्ल |
499,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,भारद्वाजञ्च,ता | कू टि ता | षू खू ता | ख श |
500,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,इन्द्रस्यचरातिः,ती | टा टा का चा | टि टाच् क प प्ल प्ला | शा |
501,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,भारद्वाजञ्चैव,ती | किच् चा खा श | कि चा टा क टाट् खा शि | का टख् |
502,ऐन्द्रपाठः,Kandah 9,नवम खण्डः,इन्द्रस्यचवैराजे,खा प्ली शा | ख शा | टाच् य टा चा | काच् ती | ख शा |
503,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,प्रजापतेर्वाजसनी,चा क फ टी चि का क फ क फ खि ण | कू चा क फ चा क फ खि ण | चि कि चा क फ कि फ खि णा | टि का च टू क थ श | ख |
504,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,गौराङ्गीरसस्यसामनीद्वे,ती त श | खि ण | की की खि श | टू का चि या ट | ता का | ख प्लि ता | कि टि त | खि शि | ख | षु ता त | षी की टि त | टू चा चि या ट | का टा क कि कु टि त | का का टट् ख शि | ख |
505,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,प्रयस्वच्चप्राजापत्यम्,तू | टा ख ण | की कू खा ण श | भि त क खा ण श | षु ती | टी कथ् की कू ख ण श | भि त | प श ख प्ल | शा |
506,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,अक्षय्यञ्चरेवत्,षू तु | ख श | षू टी खा ण | टा ट खा श | षु टि ख ण | कि ट | की खी श | ता ट ख शि | ख श |
507,ऐन्द्रपाठः,Kandah 10,दशम खण्डः,सवितुश्चसाम,षृ तू त श | पा ण पि ण | क का पा शा खि श खि ण | पि ण पि ण | क का पा शा खि ण खि ण | पि ण पि ण | क का पा शा खि श खि ण | चि ण | का पा शि | तच् क ट ख |
